ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
cpu1:memory, AMOSwapPending, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:remote_memory:xbgasNicIface:iface, packet_latency, , Accumulator, 549676000, 1, 2575, 114361, 58, 43, 46
cpu1:remote_memory:xbgasNicIface:iface, send_bit_count, , Accumulator, 549676000, 1, 0, 0, 58, 0, 0
cpu1:remote_memory:xbgasNicIface:iface, output_port_stalls, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:remote_memory:xbgasNicIface:iface, idle_time, , Accumulator, 549676000, 1, 100858000, 2062795054880000, 60, 3600, 37888800
cpu1:remote_memory, RmtReadInFlight, , Accumulator, 549676000, 1, 7, 7, 7, 1, 1
cpu1:remote_memory, RmtReadPending, , Accumulator, 549676000, 1, 7, 7, 7, 1, 1
cpu1:remote_memory, RmtReadBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1:remote_memory, RmtWriteInFlight, , Accumulator, 549676000, 1, 22, 22, 22, 1, 1
cpu1:remote_memory, RmtWritePending, , Accumulator, 549676000, 1, 22, 22, 22, 1, 1
cpu1:remote_memory, RmtWritesBytes, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
cpu1, TotalCycles, core_0, Accumulator, 549676000, 1, 1372130, 1882740736900, 1, 1372130, 1372130
cpu1, CyclesWithIssue, core_0, Accumulator, 549676000, 1, 27621, 762919641, 1, 27621, 27621
cpu1, FloatsRead, core_0, Accumulator, 549676000, 1, 0, 0, 1, 0, 0
cpu1, FloatsWritten, core_0, Accumulator, 549676000, 1, 0, 0, 1, 0, 0
cpu1, DoublesRead, core_0, Accumulator, 549676000, 1, 0, 0, 1, 0, 0
cpu1, DoublesWritten, core_0, Accumulator, 549676000, 1, 20, 400, 1, 20, 20
cpu1, BytesRead, core_0, Accumulator, 549676000, 1, 50846, 2585315716, 1, 50846, 50846
cpu1, BytesWritten, core_0, Accumulator, 549676000, 1, 94172, 8868365584, 1, 94172, 94172
cpu1, FloatsExec, core_0, Accumulator, 549676000, 1, 250, 62500, 1, 250, 250
cpu1, TLBHitsPerCore, core_0, Accumulator, 549676000, 1, 5014, 25140196, 1, 5014, 5014
cpu1, TLBMissesPerCore, core_0, Accumulator, 549676000, 1, 8635, 74563225, 1, 8635, 8635
memory1, requests_received_GetS, , Accumulator, 549676000, 1, 7897, 7897, 7897, 1, 1
memory1, requests_received_GetSX, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
memory1, requests_received_GetX, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
memory1, requests_received_Write, , Accumulator, 549676000, 1, 5752, 5752, 5752, 1, 1
memory1, requests_received_PutM, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
memory1, outstanding_requests, , Accumulator, 549676000, 1, 3429168, 183807730, 1374190, 0, 202
memory1, latency_GetS, , Accumulator, 549676000, 1, 1983538, 498218570, 7897, 251, 252
memory1, latency_GetSX, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
memory1, latency_GetX, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
memory1, latency_Write, , Accumulator, 549676000, 1, 1445630, 363326386, 5752, 251, 252
memory1, latency_PutM, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
memory1, cycles_with_issue, , Accumulator, 549676000, 1, 13649, 13649, 13649, 1, 1
memory1, cycles_attempted_issue_but_rejected, , Accumulator, 549676000, 1, 0, 0, 0, 0, 0
memory1, total_cycles, , Accumulator, 549676000, 1, 1374190, 1888398156100, 1, 1374190, 1374190
