ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
cpu2, TotalCycles, core_0, Accumulator, 549676000, 2, 1372400, 1883481760000, 1, 1372400, 1372400
cpu2, CyclesWithIssue, core_0, Accumulator, 549676000, 2, 27651, 764577801, 1, 27651, 27651
cpu2, FloatsRead, core_0, Accumulator, 549676000, 2, 0, 0, 1, 0, 0
cpu2, FloatsWritten, core_0, Accumulator, 549676000, 2, 0, 0, 1, 0, 0
cpu2, DoublesRead, core_0, Accumulator, 549676000, 2, 0, 0, 1, 0, 0
cpu2, DoublesWritten, core_0, Accumulator, 549676000, 2, 20, 400, 1, 20, 20
cpu2, BytesRead, core_0, Accumulator, 549676000, 2, 50798, 2580436804, 1, 50798, 50798
cpu2, BytesWritten, core_0, Accumulator, 549676000, 2, 94172, 8868365584, 1, 94172, 94172
cpu2, FloatsExec, core_0, Accumulator, 549676000, 2, 250, 62500, 1, 250, 250
cpu2, TLBHitsPerCore, core_0, Accumulator, 549676000, 2, 5015, 25150225, 1, 5015, 5015
cpu2, TLBMissesPerCore, core_0, Accumulator, 549676000, 2, 8635, 74563225, 1, 8635, 8635
memory2, requests_received_GetS, , Accumulator, 549676000, 2, 7898, 7898, 7898, 1, 1
memory2, requests_received_GetSX, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
memory2, requests_received_GetX, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
memory2, requests_received_Write, , Accumulator, 549676000, 2, 5752, 5752, 5752, 1, 1
memory2, requests_received_PutM, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
memory2, outstanding_requests, , Accumulator, 549676000, 2, 3429419, 183799157, 1374190, 0, 202
memory2, latency_GetS, , Accumulator, 549676000, 2, 1983789, 498281571, 7898, 251, 252
memory2, latency_GetSX, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
memory2, latency_GetX, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
memory2, latency_Write, , Accumulator, 549676000, 2, 1445630, 363326386, 5752, 251, 252
memory2, latency_PutM, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
memory2, cycles_with_issue, , Accumulator, 549676000, 2, 13650, 13650, 13650, 1, 1
memory2, cycles_attempted_issue_but_rejected, , Accumulator, 549676000, 2, 0, 0, 0, 0, 0
memory2, total_cycles, , Accumulator, 549676000, 2, 1374190, 1888398156100, 1, 1374190, 1374190
