ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
router, send_packet_count, port5, Accumulator, 549676000, 0, 58, 58, 58, 1, 1
router, output_port_stalls, port5, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, idle_time, port5, Accumulator, 549676000, 0, 549676000, 183027172618880000, 59, 54400, 425279200
router, width_adj_count, port5, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, send_bit_count, port6, Accumulator, 549676000, 0, 0, 0, 58, 0, 0
router, send_packet_count, port6, Accumulator, 549676000, 0, 58, 58, 58, 1, 1
router, output_port_stalls, port6, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, idle_time, port6, Accumulator, 549676000, 0, 549676000, 182965555651200000, 59, 48000, 425176800
router, width_adj_count, port6, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, send_bit_count, port7, Accumulator, 549676000, 0, 0, 0, 58, 0, 0
router, send_packet_count, port7, Accumulator, 549676000, 0, 58, 58, 58, 1, 1
router, output_port_stalls, port7, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, idle_time, port7, Accumulator, 549676000, 0, 549676000, 182386625239680000, 59, 73600, 424607200
router, width_adj_count, port7, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, xbar_stalls, port0, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, xbar_stalls, port1, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, xbar_stalls, port2, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, xbar_stalls, port3, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, xbar_stalls, port4, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, xbar_stalls, port5, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, xbar_stalls, port6, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
router, xbar_stalls, port7, Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, ReadInFlight, , Accumulator, 549676000, 0, 7897, 7897, 7897, 1, 1
cpu0:memory, ReadPending, , Accumulator, 549676000, 0, 7897, 7897, 7897, 1, 1
cpu0:memory, ReadBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, WriteInFlight, , Accumulator, 549676000, 0, 5752, 5752, 5752, 1, 1
cpu0:memory, WritePending, , Accumulator, 549676000, 0, 5752, 5752, 5752, 1, 1
cpu0:memory, WriteBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, FlushInFlight, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, FlushPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, ReadLockInFlight, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, ReadLockPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, ReadLockBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, WriteUnlockInFlight, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, WriteUnlockPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, WriteUnlockBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, LoadLinkInFlight, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, LoadLinkPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, StoreCondInFlight, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, StoreCondPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, CustomInFlight, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, CustomPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, CustomBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, FencePending, , Accumulator, 549676000, 0, 1406, 1406, 1406, 1, 1
cpu0:memory, AMOAddBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOAddPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOXorBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOXorPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOAndBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOAndPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOOrBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOOrPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOMinBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOMinPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOMaxBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOMaxPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOMinuBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOMinuPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOMaxuBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOMaxuPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOSwapBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:memory, AMOSwapPending, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:remote_memory:xbgasNicIface:iface, packet_latency, , Accumulator, 549676000, 0, 2585, 115259, 58, 43, 46
cpu0:remote_memory:xbgasNicIface:iface, send_bit_count, , Accumulator, 549676000, 0, 0, 0, 58, 0, 0
cpu0:remote_memory:xbgasNicIface:iface, output_port_stalls, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:remote_memory:xbgasNicIface:iface, idle_time, , Accumulator, 549676000, 0, 106307600, 2064435232880000, 59, 28200, 37786400
cpu0:remote_memory, RmtReadInFlight, , Accumulator, 549676000, 0, 7, 7, 7, 1, 1
cpu0:remote_memory, RmtReadPending, , Accumulator, 549676000, 0, 7, 7, 7, 1, 1
cpu0:remote_memory, RmtReadBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0:remote_memory, RmtWriteInFlight, , Accumulator, 549676000, 0, 22, 22, 22, 1, 1
cpu0:remote_memory, RmtWritePending, , Accumulator, 549676000, 0, 22, 22, 22, 1, 1
cpu0:remote_memory, RmtWritesBytes, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
cpu0, TotalCycles, core_0, Accumulator, 549676000, 0, 1372130, 1882740736900, 1, 1372130, 1372130
cpu0, CyclesWithIssue, core_0, Accumulator, 549676000, 0, 27593, 761373649, 1, 27593, 27593
cpu0, FloatsRead, core_0, Accumulator, 549676000, 0, 0, 0, 1, 0, 0
cpu0, FloatsWritten, core_0, Accumulator, 549676000, 0, 0, 0, 1, 0, 0
cpu0, DoublesRead, core_0, Accumulator, 549676000, 0, 0, 0, 1, 0, 0
cpu0, DoublesWritten, core_0, Accumulator, 549676000, 0, 20, 400, 1, 20, 20
cpu0, BytesRead, core_0, Accumulator, 549676000, 0, 50902, 2591013604, 1, 50902, 50902
cpu0, BytesWritten, core_0, Accumulator, 549676000, 0, 94172, 8868365584, 1, 94172, 94172
cpu0, FloatsExec, core_0, Accumulator, 549676000, 0, 250, 62500, 1, 250, 250
cpu0, TLBHitsPerCore, core_0, Accumulator, 549676000, 0, 5014, 25140196, 1, 5014, 5014
cpu0, TLBMissesPerCore, core_0, Accumulator, 549676000, 0, 8635, 74563225, 1, 8635, 8635
memory0, requests_received_GetS, , Accumulator, 549676000, 0, 7897, 7897, 7897, 1, 1
memory0, requests_received_GetSX, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
memory0, requests_received_GetX, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
memory0, requests_received_Write, , Accumulator, 549676000, 0, 5752, 5752, 5752, 1, 1
memory0, requests_received_PutM, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
memory0, outstanding_requests, , Accumulator, 549676000, 0, 3429168, 183809674, 1374190, 0, 202
memory0, latency_GetS, , Accumulator, 549676000, 0, 1983538, 498218570, 7897, 251, 252
memory0, latency_GetSX, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
memory0, latency_GetX, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
memory0, latency_Write, , Accumulator, 549676000, 0, 1445630, 363326386, 5752, 251, 252
memory0, latency_PutM, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
memory0, cycles_with_issue, , Accumulator, 549676000, 0, 13649, 13649, 13649, 1, 1
memory0, cycles_attempted_issue_but_rejected, , Accumulator, 549676000, 0, 0, 0, 0, 0, 0
memory0, total_cycles, , Accumulator, 549676000, 0, 1374190, 1888398156100, 1, 1374190, 1374190
